0.000000000000000000e+00,1.596508398437500000e+04
1.000000000000000000e+00,1.596466699218750000e+04
2.000000000000000000e+00,1.593120605468750000e+04
3.000000000000000000e+00,1.589745117187500000e+04
4.000000000000000000e+00,1.586600097656250000e+04
5.000000000000000000e+00,1.583425488281250000e+04
6.000000000000000000e+00,1.580208007812500000e+04
7.000000000000000000e+00,1.576934667968750000e+04
8.000000000000000000e+00,1.573592773437500000e+04
9.000000000000000000e+00,1.570169531250000000e+04
1.000000000000000000e+01,1.566652636718750000e+04
1.100000000000000000e+01,1.563909570312500000e+04
1.200000000000000000e+01,1.561017089843750000e+04
1.300000000000000000e+01,1.558092675781250000e+04
1.400000000000000000e+01,1.554910546875000000e+04
1.500000000000000000e+01,1.552437597656250000e+04
1.600000000000000000e+01,1.550392285156250000e+04
1.700000000000000000e+01,1.548627343750000000e+04
1.800000000000000000e+01,1.546519921875000000e+04
1.900000000000000000e+01,1.545135253906250000e+04
2.000000000000000000e+01,1.543597753906250000e+04
2.100000000000000000e+01,1.541936230468750000e+04
2.200000000000000000e+01,1.541038769531250000e+04
2.300000000000000000e+01,1.541069140625000000e+04
2.400000000000000000e+01,1.541182714843750000e+04
2.500000000000000000e+01,1.542062109375000000e+04
2.600000000000000000e+01,1.543870703125000000e+04
2.700000000000000000e+01,1.545670214843750000e+04
2.800000000000000000e+01,1.548370800781250000e+04
2.900000000000000000e+01,1.551682031250000000e+04
3.000000000000000000e+01,1.555146289062500000e+04
3.100000000000000000e+01,1.558974218750000000e+04
3.200000000000000000e+01,1.563506054687500000e+04
3.300000000000000000e+01,1.568468554687500000e+04
3.400000000000000000e+01,1.573695605468750000e+04
3.500000000000000000e+01,1.579374121093750000e+04
3.600000000000000000e+01,1.585326464843750000e+04
3.700000000000000000e+01,1.591730859375000000e+04
3.800000000000000000e+01,1.598402148437500000e+04
3.900000000000000000e+01,1.605512792968750000e+04
4.000000000000000000e+01,1.612056250000000000e+04
4.100000000000000000e+01,1.619008496093750000e+04
4.200000000000000000e+01,1.626178613281250000e+04
4.300000000000000000e+01,1.633733203125000000e+04
4.400000000000000000e+01,1.641477734375000000e+04
4.500000000000000000e+01,1.649576953125000000e+04
4.600000000000000000e+01,1.657835742187500000e+04
4.700000000000000000e+01,1.665625585937500000e+04
4.800000000000000000e+01,1.672818164062500000e+04
4.900000000000000000e+01,1.679643750000000000e+04
5.000000000000000000e+01,1.686552148437500000e+04
5.100000000000000000e+01,1.693705078125000000e+04
5.200000000000000000e+01,1.701755468750000000e+04
5.300000000000000000e+01,1.710047265625000000e+04
5.400000000000000000e+01,1.719310156250000000e+04
5.500000000000000000e+01,1.729783593750000000e+04
5.600000000000000000e+01,1.741350390625000000e+04
5.700000000000000000e+01,1.753206054687500000e+04
5.800000000000000000e+01,1.765160937500000000e+04
5.900000000000000000e+01,1.776451562500000000e+04
6.000000000000000000e+01,1.786966601562500000e+04
6.100000000000000000e+01,1.796950585937500000e+04
6.200000000000000000e+01,1.806948632812500000e+04
6.300000000000000000e+01,1.816456835937500000e+04
6.400000000000000000e+01,1.825948632812500000e+04
6.500000000000000000e+01,1.834993164062500000e+04
6.600000000000000000e+01,1.843470703125000000e+04
6.700000000000000000e+01,1.852069140625000000e+04
6.800000000000000000e+01,1.860141796875000000e+04
6.900000000000000000e+01,1.867739843750000000e+04
7.000000000000000000e+01,1.875250976562500000e+04
7.100000000000000000e+01,1.882675390625000000e+04
7.200000000000000000e+01,1.891035351562500000e+04
7.300000000000000000e+01,1.900201562500000000e+04
7.400000000000000000e+01,1.910411132812500000e+04
7.500000000000000000e+01,1.921548828125000000e+04
7.600000000000000000e+01,1.932781054687500000e+04
7.700000000000000000e+01,1.943911914062500000e+04
7.800000000000000000e+01,1.954544531250000000e+04
7.900000000000000000e+01,1.965130078125000000e+04
8.000000000000000000e+01,1.975201562500000000e+04
8.100000000000000000e+01,1.985256835937500000e+04
8.200000000000000000e+01,1.994860546875000000e+04
8.300000000000000000e+01,2.004456250000000000e+04
8.400000000000000000e+01,2.013653710937500000e+04
8.500000000000000000e+01,2.022490039062500000e+04
8.600000000000000000e+01,2.031339453125000000e+04
8.700000000000000000e+01,2.039865820312500000e+04
8.800000000000000000e+01,2.048091992187500000e+04
8.900000000000000000e+01,2.056363085937500000e+04
9.000000000000000000e+01,2.064684179687500000e+04
9.100000000000000000e+01,2.073057812500000000e+04
9.200000000000000000e+01,2.082084960937500000e+04
9.300000000000000000e+01,2.091145507812500000e+04
9.400000000000000000e+01,2.100869726562500000e+04
9.500000000000000000e+01,2.110608789062500000e+04
9.600000000000000000e+01,2.121027734375000000e+04
9.700000000000000000e+01,2.131445703125000000e+04
9.800000000000000000e+01,2.142567773437500000e+04
9.900000000000000000e+01,2.154433398437500000e+04
1.000000000000000000e+02,2.166283593750000000e+04
1.010000000000000000e+02,2.178920507812500000e+04
1.020000000000000000e+02,2.191549804687500000e+04
1.030000000000000000e+02,2.204164453125000000e+04
1.040000000000000000e+02,2.216744140625000000e+04
1.050000000000000000e+02,2.229257226562500000e+04
1.060000000000000000e+02,2.241662695312500000e+04
1.070000000000000000e+02,2.253912695312500000e+04
1.080000000000000000e+02,2.267116015625000000e+04
1.090000000000000000e+02,2.280118750000000000e+04
1.100000000000000000e+02,2.292859375000000000e+04
1.110000000000000000e+02,2.304983984375000000e+04
1.120000000000000000e+02,2.316781835937500000e+04
1.130000000000000000e+02,2.328191601562500000e+04
1.140000000000000000e+02,2.339150976562500000e+04
1.150000000000000000e+02,2.349598242187500000e+04
1.160000000000000000e+02,2.359560937500000000e+04
1.170000000000000000e+02,2.368968945312500000e+04
1.180000000000000000e+02,2.377766992187500000e+04
1.190000000000000000e+02,2.385901171875000000e+04
1.200000000000000000e+02,2.393700195312500000e+04
1.210000000000000000e+02,2.400811132812500000e+04
1.220000000000000000e+02,2.407188671875000000e+04
1.230000000000000000e+02,2.412787890625000000e+04
1.240000000000000000e+02,2.417565625000000000e+04
1.250000000000000000e+02,2.422839062500000000e+04
1.260000000000000000e+02,2.427194335937500000e+04
1.270000000000000000e+02,2.430583984375000000e+04
1.280000000000000000e+02,2.432960351562500000e+04
1.290000000000000000e+02,2.434276953125000000e+04
1.300000000000000000e+02,2.434487890625000000e+04
